dataset,seed,task,method,head_index,original_label,n_images,n_correct,recall,margin_mean,n_components
HK,1993,11,C3,14,9,164,162,98.78048780487805,0.4400525190620267,164
HK,1993,11,C3,15,19,2,0,0.0,-0.16741197779804542,2
HK,1993,11,C3,16,15,123,122,99.1869918699187,0.5687674685148637,123
HK,1993,11,C3,17,6,1,0,0.0,-0.22209882551554688,1
HK,1993,11,C3,18,5,1,0,0.0,-0.09603565595307079,1
HK,1993,11,C3,19,20,66,16,24.242424242424242,-0.06708450705827274,66
HK,1993,11,C3,20,10,150,122,81.33333333333333,0.1363325853753704,150
HK,1993,11,C3,21,7,21,21,100.0,0.4845971912125797,21
HK,1993,11,C3,22,1,113,107,94.69026548672566,0.3471210031684319,113
HK,1994,4,C2,0,22,21,16,76.19047619047619,0.20757230739986116,21
HK,1994,4,C2,1,16,8,8,100.0,0.3530665119131654,8
HK,1994,4,C2,2,12,41,35,85.36585365853658,0.35372976750614377,41
HK,1994,4,C2,3,13,160,152,95.0,0.5740046740499853,160
HK,1994,4,C2,4,21,4,1,25.0,-0.1696199753251154,4
HK,1994,4,C2,5,4,165,165,100.0,0.715408330022748,165
HK,1994,4,C2,6,19,2,0,0.0,-0.23367648854007544,2
HK,1994,4,C2,7,17,5,4,80.0,0.2460234830875426,5
HK,1994,4,C3,0,22,21,16,76.19047619047619,0.20944189411584269,21
HK,1994,4,C3,1,16,8,8,100.0,0.3507033118489796,8
HK,1994,4,C3,2,12,41,35,85.36585365853658,0.3567165329335827,41
HK,1994,4,C3,3,13,160,152,95.0,0.5761141352430676,160
HK,1994,4,C3,4,21,4,1,25.0,-0.17038987777060388,4
HK,1994,4,C3,5,4,165,165,100.0,0.7198474344708043,165
HK,1994,4,C3,6,19,2,0,0.0,-0.23741676803039774,2
HK,1994,4,C3,7,17,5,4,80.0,0.2453138288365575,5
HK,1994,5,C2,0,22,21,16,76.19047619047619,0.19049556158500613,21
HK,1994,5,C2,1,16,8,7,87.5,0.11659085250129796,8
HK,1994,5,C2,2,12,41,33,80.48780487804878,0.2293570804055863,41
HK,1994,5,C2,3,13,160,153,95.625,0.5292761056900666,160
HK,1994,5,C2,4,21,4,1,25.0,-0.1493811078488414,4
HK,1994,5,C2,5,4,165,165,100.0,0.7026496859245971,165
HK,1994,5,C2,6,19,2,0,0.0,-0.2383692343942977,2
HK,1994,5,C2,7,17,5,4,80.0,0.23528930555266614,5
HK,1994,5,C2,8,6,1,0,0.0,-0.2614978865515006,1
HK,1994,5,C2,9,11,61,39,63.9344262295082,0.07016466944726454,61
HK,1994,5,C3,0,22,21,16,76.19047619047619,0.19201771353191407,21
HK,1994,5,C3,1,16,8,7,87.5,0.11161163370506719,8
HK,1994,5,C3,2,12,41,32,78.04878048780488,0.23003869833992513,41
HK,1994,5,C3,3,13,160,153,95.625,0.5314458395493137,160
HK,1994,5,C3,4,21,4,1,25.0,-0.14986312443860306,4
HK,1994,5,C3,5,4,165,165,100.0,0.7075049042181231,165
HK,1994,5,C3,6,19,2,0,0.0,-0.2426917960446393,2
HK,1994,5,C3,7,17,5,4,80.0,0.23526217855080525,5
HK,1994,5,C3,8,6,1,0,0.0,-0.25977558804102396,1
HK,1994,5,C3,9,11,61,39,63.9344262295082,0.07185231405047907,61
HK,1994,6,C2,0,22,21,16,76.19047619047619,0.17368345491636142,21
HK,1994,6,C2,1,16,8,7,87.5,0.10838404976118511,8
HK,1994,6,C2,2,12,41,33,80.48780487804878,0.21844422930444868,41
HK,1994,6,C2,3,13,160,152,95.0,0.47664079865494957,160
HK,1994,6,C2,4,21,4,1,25.0,-0.1419275483838908,4
HK,1994,6,C2,5,4,165,143,86.66666666666667,0.30497715804055475,165
HK,1994,6,C2,6,19,2,0,0.0,-0.20610580302626105,2
HK,1994,6,C2,7,17,5,4,80.0,0.21664281340089664,5
HK,1994,6,C2,8,6,1,0,0.0,-0.23660559317638602,1
HK,1994,6,C2,9,11,61,37,60.65573770491803,0.042492997766609183,61
HK,1994,6,C2,10,3,157,139,88.53503184713375,0.25356173414586164,157
HK,1994,6,C2,11,15,123,123,100.0,0.7389043759022846,123
HK,1994,6,C3,0,22,21,16,76.19047619047619,0.1752576927826539,21
HK,1994,6,C3,1,16,8,7,87.5,0.10376853535207493,8
HK,1994,6,C3,2,12,41,33,80.48780487804878,0.21858889879935448,41
HK,1994,6,C3,3,13,160,152,95.0,0.47775021392347233,160
HK,1994,6,C3,4,21,4,1,25.0,-0.14302355816218404,4
HK,1994,6,C3,5,4,165,143,86.66666666666667,0.30538321435420435,165
HK,1994,6,C3,6,19,2,0,0.0,-0.20991979724602994,2
HK,1994,6,C3,7,17,5,4,80.0,0.2163435979602383,5
HK,1994,6,C3,8,6,1,0,0.0,-0.2345395059620053,1
HK,1994,6,C3,9,11,61,37,60.65573770491803,0.04414137805390769,61
HK,1994,6,C3,10,3,157,140,89.171974522293,0.25491896476771286,157
HK,1994,6,C3,11,15,123,123,100.0,0.7395746944659981,123
HK,1994,7,C2,0,22,21,16,76.19047619047619,0.15824547858335536,21
HK,1994,7,C2,1,16,8,4,50.0,-0.02108132438518344,8
HK,1994,7,C2,2,12,41,33,80.48780487804878,0.17333168382727676,41
HK,1994,7,C2,3,13,160,151,94.375,0.43013449017348915,160
HK,1994,7,C2,4,21,4,1,25.0,-0.1320744946426415,4
HK,1994,7,C2,5,4,165,143,86.66666666666667,0.2892995252663394,165
HK,1994,7,C2,6,19,2,0,0.0,-0.19795138350255911,2
HK,1994,7,C2,7,17,5,4,80.0,0.20978489107336343,5
HK,1994,7,C2,8,6,1,0,0.0,-0.23026514093552983,1
HK,1994,7,C2,9,11,61,33,54.09836065573771,0.005381294500601312,61
HK,1994,7,C2,10,3,157,135,85.98726114649682,0.23018019578390225,157
HK,1994,7,C2,11,15,123,123,100.0,0.7047068697092472,123
HK,1994,7,C2,12,0,7,5,71.42857142857143,0.05665752241047313,7
HK,1994,7,C2,13,9,164,162,98.78048780487805,0.5298129079439439,164
HK,1994,7,C3,0,22,21,16,76.19047619047619,0.16012242689403497,21
HK,1994,7,C3,1,16,8,4,50.0,-0.022441976854024794,8
HK,1994,7,C3,2,12,41,33,80.48780487804878,0.17416036501140303,41
HK,1994,7,C3,3,13,160,151,94.375,0.4311909201585012,160
HK,1994,7,C3,4,21,4,1,25.0,-0.13365992244036246,4
HK,1994,7,C3,5,4,165,143,86.66666666666667,0.2894560468897126,165
HK,1994,7,C3,6,19,2,0,0.0,-0.20163906543781823,2
HK,1994,7,C3,7,17,5,4,80.0,0.20969090282048022,5
HK,1994,7,C3,8,6,1,0,0.0,-0.23154933829328844,1
HK,1994,7,C3,9,11,61,33,54.09836065573771,0.0061587972015413155,61
HK,1994,7,C3,10,3,157,136,86.62420382165605,0.23168504148411917,157
HK,1994,7,C3,11,15,123,123,100.0,0.7056579175984717,123
HK,1994,7,C3,12,0,7,5,71.42857142857143,0.05717035858174734,7
HK,1994,7,C3,13,9,164,162,98.78048780487805,0.5296391935823256,164
HK,1994,8,C2,0,22,21,16,76.19047619047619,0.1574098236228459,21
HK,1994,8,C2,1,16,8,4,50.0,0.0019574472566022717,8
HK,1994,8,C2,2,12,41,34,82.92682926829268,0.1799949430441808,41
HK,1994,8,C2,3,13,160,151,94.375,0.4085883020036216,160
HK,1994,8,C2,4,21,4,1,25.0,-0.13702937731818227,4
HK,1994,8,C2,5,4,165,142,86.06060606060606,0.28196221511785347,165
HK,1994,8,C2,6,19,2,0,0.0,-0.17410066803150304,2
HK,1994,8,C2,7,17,5,4,80.0,0.1903140930776353,5
HK,1994,8,C2,8,6,1,0,0.0,-0.23504847274128074,1
HK,1994,8,C2,9,11,61,31,50.81967213114754,-0.011985328550206542,61
HK,1994,8,C2,10,3,157,133,84.71337579617834,0.20790068672478687,157
HK,1994,8,C2,11,15,123,123,100.0,0.6737579870338588,123
HK,1994,8,C2,12,0,7,5,71.42857142857143,0.040270026105485024,7
HK,1994,8,C2,13,9,164,162,98.78048780487805,0.5094722935663827,164
HK,1994,8,C2,14,5,1,1,100.0,0.12183325826759916,1
HK,1994,8,C2,15,7,21,21,100.0,0.7394145617639489,21
HK,1994,8,C3,0,22,21,16,76.19047619047619,0.1596546434182131,21
HK,1994,8,C3,1,16,8,4,50.0,0.0006165796366005977,8
HK,1994,8,C3,2,12,41,34,82.92682926829268,0.1798335677655725,41
HK,1994,8,C3,3,13,160,151,94.375,0.4080737345800989,160
HK,1994,8,C3,4,21,4,1,25.0,-0.14029756258179632,4
HK,1994,8,C3,5,4,165,142,86.06060606060606,0.2844847700480058,165
HK,1994,8,C3,6,19,2,0,0.0,-0.17756813962188628,2
HK,1994,8,C3,7,17,5,4,80.0,0.18990712512218244,5
HK,1994,8,C3,8,6,1,0,0.0,-0.23325542708140395,1
HK,1994,8,C3,9,11,61,31,50.81967213114754,-0.010611480779814535,61
HK,1994,8,C3,10,3,157,133,84.71337579617834,0.20750315269915354,157
HK,1994,8,C3,11,15,123,123,100.0,0.6694157471868293,123
HK,1994,8,C3,12,0,7,5,71.42857142857143,0.04016128109696447,7
HK,1994,8,C3,13,9,164,162,98.78048780487805,0.5084668409057165,164
HK,1994,8,C3,14,5,1,1,100.0,0.12613073064060332,1
HK,1994,8,C3,15,7,21,21,100.0,0.7401521784994416,21
HK,1994,9,C2,0,22,21,16,76.19047619047619,0.13885760795859617,21
HK,1994,9,C2,1,16,8,4,50.0,-0.000324753787308632,8
HK,1994,9,C2,2,12,41,35,85.36585365853658,0.16632693761549133,41
HK,1994,9,C2,3,13,160,151,94.375,0.36506193114593216,160
HK,1994,9,C2,4,21,4,1,25.0,-0.12266635586271289,4
HK,1994,9,C2,5,4,165,143,86.66666666666667,0.26311431622743486,165
HK,1994,9,C2,6,19,2,0,0.0,-0.17752616791216283,2
HK,1994,9,C2,7,17,5,3,60.0,0.04801760313423962,5
HK,1994,9,C2,8,6,1,0,0.0,-0.2428489344513134,1
HK,1994,9,C2,9,11,61,30,49.18032786885246,-0.011959380605722892,61
HK,1994,9,C2,10,3,157,130,82.80254777070064,0.19222496386366314,157
HK,1994,9,C2,11,15,123,123,100.0,0.6580279231245525,123
HK,1994,9,C2,12,0,7,5,71.42857142857143,0.041729920515617636,7
HK,1994,9,C2,13,9,164,162,98.78048780487805,0.4915949615119418,164
HK,1994,9,C2,14,5,1,1,100.0,0.11408939029950038,1
HK,1994,9,C2,15,7,21,21,100.0,0.5930682832197194,21
HK,1994,9,C2,16,18,33,20,60.60606060606061,0.020728204941363536,33
HK,1994,9,C2,17,1,113,112,99.11504424778761,0.4228515985094701,113
HK,1994,9,C3,0,22,21,16,76.19047619047619,0.14157440740919625,21
HK,1994,9,C3,1,16,8,4,50.0,-0.0015607264149811277,8
HK,1994,9,C3,2,12,41,35,85.36585365853658,0.16586306919778077,41
HK,1994,9,C3,3,13,160,151,94.375,0.36596567485760484,160
HK,1994,9,C3,4,21,4,1,25.0,-0.1253228691519664,4
HK,1994,9,C3,5,4,165,144,87.27272727272727,0.2654531654538272,165
HK,1994,9,C3,6,19,2,0,0.0,-0.1741884107230055,2
HK,1994,9,C3,7,17,5,2,40.0,0.05203581976942375,5
HK,1994,9,C3,8,6,1,0,0.0,-0.22916482635939006,1
HK,1994,9,C3,9,11,61,31,50.81967213114754,-0.010708406904642668,61
HK,1994,9,C3,10,3,157,130,82.80254777070064,0.19198970723374645,157
HK,1994,9,C3,11,15,123,123,100.0,0.6546319779312564,123
HK,1994,9,C3,12,0,7,5,71.42857142857143,0.04172035620639919,7
HK,1994,9,C3,13,9,164,162,98.78048780487805,0.4926124268612395,164
HK,1994,9,C3,14,5,1,1,100.0,0.11820220926791669,1
HK,1994,9,C3,15,7,21,21,100.0,0.5940654507764301,21
HK,1994,9,C3,16,18,33,20,60.60606060606061,0.016851026857733556,33
HK,1994,9,C3,17,1,113,112,99.11504424778761,0.4231048664738508,113
HK,1994,10,C2,0,22,21,16,76.19047619047619,0.13185517506768055,21
HK,1994,10,C2,1,16,8,2,25.0,-0.04300398293684312,8
HK,1994,10,C2,2,12,41,34,82.92682926829268,0.15860576569674217,41
HK,1994,10,C2,3,13,160,152,95.0,0.347718243684204,160
HK,1994,10,C2,4,21,4,1,25.0,-0.1117177895152476,4
HK,1994,10,C2,5,4,165,143,86.66666666666667,0.25072975115963875,165
HK,1994,10,C2,6,19,2,0,0.0,-0.15623847859383094,2
HK,1994,10,C2,7,17,5,3,60.0,0.04064246028205781,5
HK,1994,10,C2,8,6,1,0,0.0,-0.20939484454365068,1
HK,1994,10,C2,9,11,61,13,21.311475409836067,-0.09187069045706617,61
HK,1994,10,C2,10,3,157,130,82.80254777070064,0.17607554496173303,157
HK,1994,10,C2,11,15,123,122,99.1869918699187,0.5683487632656467,123
HK,1994,10,C2,12,0,7,5,71.42857142857143,0.03187120034450256,7
HK,1994,10,C2,13,9,164,162,98.78048780487805,0.44224476038843347,164
HK,1994,10,C2,14,5,1,0,0.0,-0.10346617940547881,1
HK,1994,10,C2,15,7,21,21,100.0,0.571031034647389,21
HK,1994,10,C2,16,18,33,18,54.54545454545455,0.011109246200151263,33
HK,1994,10,C2,17,1,113,112,99.11504424778761,0.4016575482340096,113
HK,1994,10,C2,18,10,150,129,86.0,0.15062369260965294,150
HK,1994,10,C2,19,14,60,57,95.0,0.2590538135286004,60
HK,1994,10,C3,0,22,21,16,76.19047619047619,0.1339973609879273,21
HK,1994,10,C3,1,16,8,2,25.0,-0.039001374481621935,8
HK,1994,10,C3,2,12,41,34,82.92682926829268,0.15910787812706922,41
HK,1994,10,C3,3,13,160,152,95.0,0.34858500789066044,160
HK,1994,10,C3,4,21,4,1,25.0,-0.11398857847850327,4
HK,1994,10,C3,5,4,165,144,87.27272727272727,0.25262215483978473,165
HK,1994,10,C3,6,19,2,0,0.0,-0.15824271866165457,2
HK,1994,10,C3,7,17,5,2,40.0,0.04414511656012003,5
HK,1994,10,C3,8,6,1,0,0.0,-0.19730955987358742,1
HK,1994,10,C3,9,11,61,13,21.311475409836067,-0.08658709744540678,61
HK,1994,10,C3,10,3,157,130,82.80254777070064,0.17620979702883657,157
HK,1994,10,C3,11,15,123,122,99.1869918699187,0.5667154860600739,123
HK,1994,10,C3,12,0,7,5,71.42857142857143,0.0325500966380833,7
HK,1994,10,C3,13,9,164,162,98.78048780487805,0.4471600036683049,164
HK,1994,10,C3,14,5,1,0,0.0,-0.10188173653125673,1
HK,1994,10,C3,15,7,21,21,100.0,0.5723109111382109,21
HK,1994,10,C3,16,18,33,17,51.515151515151516,0.007637912681240071,33
HK,1994,10,C3,17,1,113,112,99.11504424778761,0.4019711780498205,113
HK,1994,10,C3,18,10,150,126,84.0,0.14306413542355764,150
HK,1994,10,C3,19,14,60,57,95.0,0.25762198915636714,60
HK,1994,11,C2,0,22,21,16,76.19047619047619,0.09734253081883934,21
HK,1994,11,C2,1,16,8,2,25.0,-0.04076908723327158,8
HK,1994,11,C2,2,12,41,34,82.92682926829268,0.15007895985506392,41
HK,1994,11,C2,3,13,160,152,95.0,0.31699010300924585,160
HK,1994,11,C2,4,21,4,0,0.0,-0.12207451752179341,4
HK,1994,11,C2,5,4,165,144,87.27272727272727,0.2348024879091604,165
HK,1994,11,C2,6,19,2,0,0.0,-0.15742160752265005,2
HK,1994,11,C2,7,17,5,3,60.0,0.0354623526880636,5
HK,1994,11,C2,8,6,1,0,0.0,-0.24417152999050304,1
HK,1994,11,C2,9,11,61,14,22.950819672131146,-0.08655050421505445,61
HK,1994,11,C2,10,3,157,130,82.80254777070064,0.1554574234809417,157
HK,1994,11,C2,11,15,123,122,99.1869918699187,0.5473697615493881,123
HK,1994,11,C2,12,0,7,5,71.42857142857143,0.03222440406995098,7
HK,1994,11,C2,13,9,164,162,98.78048780487805,0.4200213573593847,164
HK,1994,11,C2,14,5,1,0,0.0,-0.08029001818398301,1
HK,1994,11,C2,15,7,21,21,100.0,0.4596516734833124,21
HK,1994,11,C2,16,18,33,15,45.45454545454545,-0.03267926759076421,33
HK,1994,11,C2,17,1,113,107,94.69026548672566,0.3295709439202669,113
HK,1994,11,C2,18,10,150,127,84.66666666666667,0.13941791309192467,150
HK,1994,11,C2,19,14,60,54,90.0,0.23007607389906276,60
HK,1994,11,C2,20,20,66,19,28.78787878787879,-0.059037574545164714,66
HK,1994,11,C2,21,8,153,150,98.03921568627452,0.3150474420793061,153
HK,1994,11,C2,22,2,182,152,83.51648351648352,0.30420293680797317,182
HK,1994,11,C3,0,22,21,16,76.19047619047619,0.10016759118151462,21
HK,1994,11,C3,1,16,8,2,25.0,-0.037176209568062474,8
HK,1994,11,C3,2,12,41,34,82.92682926829268,0.15068608549491175,41
HK,1994,11,C3,3,13,160,152,95.0,0.3179578833604246,160
HK,1994,11,C3,4,21,4,0,0.0,-0.12143318774137929,4
HK,1994,11,C3,5,4,165,144,87.27272727272727,0.23619937413523312,165
HK,1994,11,C3,6,19,2,0,0.0,-0.154371816398269,2
HK,1994,11,C3,7,17,5,3,60.0,0.03773230732264537,5
HK,1994,11,C3,8,6,1,0,0.0,-0.2354611599676979,1
HK,1994,11,C3,9,11,61,14,22.950819672131146,-0.08205204327558159,61
HK,1994,11,C3,10,3,157,130,82.80254777070064,0.15568800085098372,157
HK,1994,11,C3,11,15,123,122,99.1869918699187,0.5462713584779355,123
HK,1994,11,C3,12,0,7,5,71.42857142857143,0.03339648286734429,7
HK,1994,11,C3,13,9,164,162,98.78048780487805,0.42453751207671275,164
HK,1994,11,C3,14,5,1,0,0.0,-0.07891308959831556,1
HK,1994,11,C3,15,7,21,21,100.0,0.4606011908593963,21
HK,1994,11,C3,16,18,33,14,42.42424242424242,-0.03419506609239783,33
HK,1994,11,C3,17,1,113,107,94.69026548672566,0.32963617707756515,113
HK,1994,11,C3,18,10,150,124,82.66666666666667,0.13279872696965744,150
HK,1994,11,C3,19,14,60,54,90.0,0.2287074666100797,60
HK,1994,11,C3,20,20,66,17,25.757575757575758,-0.06184144351204102,66
HK,1994,11,C3,21,8,153,150,98.03921568627452,0.3145564563217387,153
HK,1994,11,C3,22,2,182,152,83.51648351648352,0.3039326145907679,182
HK,1995,4,C2,0,9,164,163,99.39024390243902,0.6332953977631863,164
HK,1995,4,C2,1,13,160,154,96.25,0.6076488663950133,160
HK,1995,4,C2,2,16,8,8,100.0,0.33109464292036866,8
HK,1995,4,C2,3,14,60,60,100.0,0.48904767009707356,60
HK,1995,4,C2,4,15,123,122,99.1869918699187,0.6981018046448153,123
HK,1995,4,C2,5,5,1,0,0.0,-0.26585960658688323,1
HK,1995,4,C2,6,12,41,35,85.36585365853658,0.37714030416200633,41
HK,1995,4,C2,7,1,113,113,100.0,0.7686364063776485,113
HK,1995,4,C3,0,9,164,163,99.39024390243902,0.6267021807086738,164
HK,1995,4,C3,1,13,160,154,96.25,0.6019313511714799,160
HK,1995,4,C3,2,16,8,8,100.0,0.33024536025885676,8
HK,1995,4,C3,3,14,60,60,100.0,0.4865455933241154,60
HK,1995,4,C3,4,15,123,122,99.1869918699187,0.6983653445098689,123
HK,1995,4,C3,5,5,1,0,0.0,-0.26566630304964456,1
HK,1995,4,C3,6,12,41,35,85.36585365853658,0.37689082862486717,41
HK,1995,4,C3,7,1,113,113,100.0,0.7688686684645676,113
HK,1995,5,C2,0,9,164,162,98.78048780487805,0.5959880769540602,164
HK,1995,5,C2,1,13,160,150,93.75,0.49039282699709635,160
HK,1995,5,C2,2,16,8,8,100.0,0.30654051143866956,8
HK,1995,5,C2,3,14,60,59,98.33333333333333,0.40312728807373693,60
HK,1995,5,C2,4,15,123,122,99.1869918699187,0.6558577096750757,123
HK,1995,5,C2,5,5,1,0,0.0,-0.16997477453065415,1
HK,1995,5,C2,6,12,41,34,82.92682926829268,0.2964525746613977,41
HK,1995,5,C2,7,1,113,113,100.0,0.6655795396796742,113
HK,1995,5,C2,8,8,153,153,100.0,0.5625738248236118,153
HK,1995,5,C2,9,22,21,21,100.0,0.5121010570747261,21
HK,1995,5,C3,0,9,164,162,98.78048780487805,0.5894889133686457,164
HK,1995,5,C3,1,13,160,150,93.75,0.4860103387811147,160
HK,1995,5,C3,2,16,8,8,100.0,0.3062106173230985,8
HK,1995,5,C3,3,14,60,59,98.33333333333333,0.4004364536196496,60
HK,1995,5,C3,4,15,123,122,99.1869918699187,0.6553050632990732,123
HK,1995,5,C3,5,5,1,0,0.0,-0.17079880079795307,1
HK,1995,5,C3,6,12,41,35,85.36585365853658,0.29538908500018196,41
HK,1995,5,C3,7,1,113,113,100.0,0.6632242436561799,113
HK,1995,5,C3,8,8,153,153,100.0,0.5626818180874495,153
HK,1995,5,C3,9,22,21,21,100.0,0.5119004963223183,21
HK,1995,6,C2,0,9,164,161,98.17073170731707,0.5573722635321783,164
HK,1995,6,C2,1,13,160,150,93.75,0.44390146044211143,160
HK,1995,6,C2,2,16,8,8,100.0,0.29845644673947336,8
HK,1995,6,C2,3,14,60,59,98.33333333333333,0.3445141323220979,60
HK,1995,6,C2,4,15,123,122,99.1869918699187,0.6309374723538135,123
HK,1995,6,C2,5,5,1,0,0.0,-0.21825469837306752,1
HK,1995,6,C2,6,12,41,34,82.92682926829268,0.2583361480512384,41
HK,1995,6,C2,7,1,113,113,100.0,0.6248196524851605,113
HK,1995,6,C2,8,8,153,149,97.38562091503267,0.47119808495315757,153
HK,1995,6,C2,9,22,21,21,100.0,0.3793292256148882,21
HK,1995,6,C2,10,19,2,0,0.0,-0.2625750370340323,2
HK,1995,6,C2,11,17,5,5,100.0,0.1871390442080459,5
HK,1995,6,C3,0,9,164,161,98.17073170731707,0.5616898683441097,164
HK,1995,6,C3,1,13,160,151,94.375,0.44562334881648596,160
HK,1995,6,C3,2,16,8,8,100.0,0.3002594260874609,8
HK,1995,6,C3,3,14,60,59,98.33333333333333,0.34723987766917175,60
HK,1995,6,C3,4,15,123,122,99.1869918699187,0.6453208134227428,123
HK,1995,6,C3,5,5,1,0,0.0,-0.2201582107621453,1
HK,1995,6,C3,6,12,41,34,82.92682926829268,0.2592283092409984,41
HK,1995,6,C3,7,1,113,113,100.0,0.636243426721516,113
HK,1995,6,C3,8,8,153,151,98.69281045751634,0.4783078646069649,153
HK,1995,6,C3,9,22,21,21,100.0,0.3862154888907402,21
HK,1995,6,C3,10,19,2,0,0.0,-0.2719102886884076,2
HK,1995,6,C3,11,17,5,5,100.0,0.18117291440687963,5
HK,1995,7,C2,0,9,164,161,98.17073170731707,0.540675646912686,164
HK,1995,7,C2,1,13,160,152,95.0,0.4130804913669531,160
HK,1995,7,C2,2,16,8,8,100.0,0.293989599151827,8
HK,1995,7,C2,3,14,60,58,96.66666666666667,0.3189460195015517,60
HK,1995,7,C2,4,15,123,122,99.1869918699187,0.6112354870063741,123
HK,1995,7,C2,5,5,1,0,0.0,-0.2268300181185117,1
HK,1995,7,C2,6,12,41,33,80.48780487804878,0.2274233174019967,41
HK,1995,7,C2,7,1,113,113,100.0,0.5896874106179681,113
HK,1995,7,C2,8,8,153,149,97.38562091503267,0.4043239846210197,153
HK,1995,7,C2,9,22,21,17,80.95238095238095,0.2567984626571561,21
HK,1995,7,C2,10,19,2,0,0.0,-0.26150481579617774,2
HK,1995,7,C2,11,17,5,3,60.0,0.07757233690370428,5
HK,1995,7,C2,12,18,33,15,45.45454545454545,0.003299671636279525,33
HK,1995,7,C2,13,6,1,0,0.0,-0.30856521636046647,1
HK,1995,7,C3,0,9,164,161,98.17073170731707,0.5476070812776115,164
HK,1995,7,C3,1,13,160,152,95.0,0.4152001075571836,160
HK,1995,7,C3,2,16,8,8,100.0,0.29627665945392784,8
HK,1995,7,C3,3,14,60,58,96.66666666666667,0.3218326429801687,60
HK,1995,7,C3,4,15,123,122,99.1869918699187,0.6259544652799908,123
HK,1995,7,C3,5,5,1,0,0.0,-0.2279772320139876,1
HK,1995,7,C3,6,12,41,33,80.48780487804878,0.22837607546173114,41
HK,1995,7,C3,7,1,113,113,100.0,0.6018389604435037,113
HK,1995,7,C3,8,8,153,149,97.38562091503267,0.4090147356569279,153
HK,1995,7,C3,9,22,21,17,80.95238095238095,0.25941746392339676,21
HK,1995,7,C3,10,19,2,0,0.0,-0.2658462890114258,2
HK,1995,7,C3,11,17,5,3,60.0,0.07394307505094391,5
HK,1995,7,C3,12,18,33,16,48.484848484848484,0.003729406291321197,33
HK,1995,7,C3,13,6,1,0,0.0,-0.3081464532628014,1
HK,1995,8,C2,0,9,164,162,98.78048780487805,0.5047252703075409,164
HK,1995,8,C2,1,13,160,152,95.0,0.3975197252550078,160
HK,1995,8,C2,2,16,8,3,37.5,-0.06707013063229217,8
HK,1995,8,C2,3,14,60,59,98.33333333333333,0.29819426990175446,60
HK,1995,8,C2,4,15,123,122,99.1869918699187,0.5943958438066805,123
HK,1995,8,C2,5,5,1,0,0.0,-0.2044219313162958,1
HK,1995,8,C2,6,12,41,31,75.60975609756098,0.13709011401968157,41
HK,1995,8,C2,7,1,113,113,100.0,0.5706706168434955,113
HK,1995,8,C2,8,8,153,149,97.38562091503267,0.38112330241400083,153
HK,1995,8,C2,9,22,21,16,76.19047619047619,0.1267148750883354,21
HK,1995,8,C2,10,19,2,0,0.0,-0.25023753435217333,2
HK,1995,8,C2,11,17,5,3,60.0,0.08517133479834402,5
HK,1995,8,C2,12,18,33,13,39.39393939393939,-0.03619056410110531,33
HK,1995,8,C2,13,6,1,0,0.0,-0.35741338768208414,1
HK,1995,8,C2,14,20,66,30,45.45454545454545,-0.03235233263651161,66
HK,1995,8,C2,15,0,7,7,100.0,0.20013909638062297,7
HK,1995,8,C3,0,9,164,162,98.78048780487805,0.5127622237664209,164
HK,1995,8,C3,1,13,160,152,95.0,0.400248648116549,160
HK,1995,8,C3,2,16,8,3,37.5,-0.06159489213265372,8
HK,1995,8,C3,3,14,60,59,98.33333333333333,0.2998099080040461,60
HK,1995,8,C3,4,15,123,122,99.1869918699187,0.6097341904514986,123
HK,1995,8,C3,5,5,1,0,0.0,-0.20405941915844195,1
HK,1995,8,C3,6,12,41,32,78.04878048780488,0.14489280748924704,41
HK,1995,8,C3,7,1,113,113,100.0,0.581788104594933,113
HK,1995,8,C3,8,8,153,150,98.03921568627452,0.3844016467970645,153
HK,1995,8,C3,9,22,21,16,76.19047619047619,0.12515122603946255,21
HK,1995,8,C3,10,19,2,0,0.0,-0.256886635447707,2
HK,1995,8,C3,11,17,5,3,60.0,0.08180311971314883,5
HK,1995,8,C3,12,18,33,12,36.36363636363637,-0.03762423947751193,33
HK,1995,8,C3,13,6,1,0,0.0,-0.3577712378935904,1
HK,1995,8,C3,14,20,66,31,46.96969696969697,-0.030486717308223547,66
HK,1995,8,C3,15,0,7,6,85.71428571428571,0.1954582983261026,7
HK,1995,9,C2,0,9,164,163,99.39024390243902,0.4657854024520824,164
HK,1995,9,C2,1,13,160,152,95.0,0.364479961900825,160
HK,1995,9,C2,2,16,8,2,25.0,-0.07065205343262608,8
HK,1995,9,C2,3,14,60,58,96.66666666666667,0.2768367393764518,60
HK,1995,9,C2,4,15,123,122,99.1869918699187,0.5679232114522164,123
HK,1995,9,C2,5,5,1,0,0.0,-0.17455782677088827,1
HK,1995,9,C2,6,12,41,31,75.60975609756098,0.10223845440847722,41
HK,1995,9,C2,7,1,113,113,100.0,0.5442425459208464,113
HK,1995,9,C2,8,8,153,150,98.03921568627452,0.3479733956300565,153
HK,1995,9,C2,9,22,21,16,76.19047619047619,0.12550664275086273,21
HK,1995,9,C2,10,19,2,0,0.0,-0.22631013181225718,2
HK,1995,9,C2,11,17,5,3,60.0,0.05271563381016958,5
HK,1995,9,C2,12,18,33,13,39.39393939393939,-0.034520949433254684,33
HK,1995,9,C2,13,6,1,0,0.0,-0.3266294649869188,1
HK,1995,9,C2,14,20,66,28,42.42424242424242,-0.034623700331106844,66
